files changed,lines added,lines deleted
1,8,8
1,2,0
2,3,1
2,3,1
1,3,2
1,3,1
1,14,5
1,9,6
1,2,2
1,1,1
1,2,3
2,4,8
1,22,0
2,1,1
1,24,0
1,1,1
1,1,1
1,2,1
1,2,1
1,1,0
1,6,0
1,4,3
1,3,1
1,2,0
1,2,1
1,8,1
1,24,4
1,5,5
1,1,0
1,0,16
1,1,1
1,3,49
1,6,0
1,5,4
1,9,1
1,0,5
3,0,50
1,1,1
1,6,0
2,18,0
1,1,0
1,2,2
1,1,1
1,13,12
2,11,1
1,1,2
1,6,0
1,4,1
1,11,0
2,5,0
1,1,1
1,3,0
1,4,0
1,4,0
1,4,0
,,
min,0,0
max,24,50
1st,1,0
median,3,1
3rd,6,2.25
